,Dir,PDB,Protein_type,Bound_Unbound,Rank
639,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7uz7_0_seed3/,renum_fv_fold_7uz7_0_seed3_model_1.pdb,antibody,bound,0.29
640,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed3/,renum_fv_fold_7t17_0_seed3_model_4.pdb,antibody,bound,0.33
641,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed3/,renum_fv_fold_7t17_0_seed3_model_3.pdb,antibody,bound,0.34
642,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed3/,renum_fv_fold_7t17_0_seed3_model_1.pdb,antibody,bound,0.35000000000000003
643,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed3/,renum_fv_fold_7t17_0_seed3_model_2.pdb,antibody,bound,0.34
644,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7t17_0_seed3/,renum_fv_fold_7t17_0_seed3_model_0.pdb,antibody,bound,0.35000000000000003
645,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7tl0_0_seed3/,renum_fv_fold_7tl0_0_seed3_model_2.pdb,antibody,bound,0.48
646,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7tl0_0_seed3/,renum_fv_fold_7tl0_0_seed3_model_3.pdb,antibody,bound,0.47000000000000003
647,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7tl0_0_seed3/,renum_fv_fold_7tl0_0_seed3_model_1.pdb,antibody,bound,0.52
648,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7tl0_0_seed3/,renum_fv_fold_7tl0_0_seed3_model_4.pdb,antibody,bound,0.46
649,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7tl0_0_seed3/,renum_fv_fold_7tl0_0_seed3_model_0.pdb,antibody,bound,0.53
650,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8f6o_0_seed1/,renum_fv_fold_8f6o_0_seed1_model_2.pdb,antibody,bound,0.87
651,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8f6o_0_seed1/,renum_fv_fold_8f6o_0_seed1_model_1.pdb,antibody,bound,0.87
652,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8f6o_0_seed1/,renum_fv_fold_8f6o_0_seed1_model_3.pdb,antibody,bound,0.87
653,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8f6o_0_seed1/,renum_fv_fold_8f6o_0_seed1_model_0.pdb,antibody,bound,0.87
654,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8f6o_0_seed1/,renum_fv_fold_8f6o_0_seed1_model_4.pdb,antibody,bound,0.85
655,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed2/,renum_fv_fold_8d47_1_seed2_model_2.pdb,antibody,bound,0.93
656,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed2/,renum_fv_fold_8d47_1_seed2_model_4.pdb,antibody,bound,0.92
657,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed2/,renum_fv_fold_8d47_1_seed2_model_3.pdb,antibody,bound,0.92
658,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed2/,renum_fv_fold_8d47_1_seed2_model_1.pdb,antibody,bound,0.9400000000000001
659,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed2/,renum_fv_fold_8d47_1_seed2_model_0.pdb,antibody,bound,0.9400000000000001
660,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7u0a_0_seed3/,renum_fv_fold_7u0a_0_seed3_model_2.pdb,antibody,bound,0.88
661,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7u0a_0_seed3/,renum_fv_fold_7u0a_0_seed3_model_1.pdb,antibody,bound,0.88
662,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7u0a_0_seed3/,renum_fv_fold_7u0a_0_seed3_model_0.pdb,antibody,bound,0.91
663,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7u0a_0_seed3/,renum_fv_fold_7u0a_0_seed3_model_4.pdb,antibody,bound,0.87
664,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7u0a_0_seed3/,renum_fv_fold_7u0a_0_seed3_model_3.pdb,antibody,bound,0.88
665,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8e6j_0_seed2/,renum_fv_fold_8e6j_0_seed2_model_1.pdb,antibody,bound,0.44
666,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8e6j_0_seed2/,renum_fv_fold_8e6j_0_seed2_model_0.pdb,antibody,bound,0.44
667,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8e6j_0_seed2/,renum_fv_fold_8e6j_0_seed2_model_2.pdb,antibody,bound,0.44
668,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8e6j_0_seed2/,renum_fv_fold_8e6j_0_seed2_model_3.pdb,antibody,bound,0.39
669,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8e6j_0_seed2/,renum_fv_fold_8e6j_0_seed2_model_4.pdb,antibody,bound,0.38
670,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x7t_0_seed2/,renum_fv_fold_7x7t_0_seed2_model_0.pdb,antibody,bound,0.52
671,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x7t_0_seed2/,renum_fv_fold_7x7t_0_seed2_model_4.pdb,antibody,bound,0.46
672,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x7t_0_seed2/,renum_fv_fold_7x7t_0_seed2_model_3.pdb,antibody,bound,0.51
673,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x7t_0_seed2/,renum_fv_fold_7x7t_0_seed2_model_2.pdb,antibody,bound,0.51
674,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x7t_0_seed2/,renum_fv_fold_7x7t_0_seed2_model_1.pdb,antibody,bound,0.52
675,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed2/,renum_fv_fold_8c3v_1_seed2_model_4.pdb,antibody,bound,0.73
676,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed2/,renum_fv_fold_8c3v_1_seed2_model_3.pdb,antibody,bound,0.74
677,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed2/,renum_fv_fold_8c3v_1_seed2_model_0.pdb,antibody,bound,0.75
678,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed2/,renum_fv_fold_8c3v_1_seed2_model_2.pdb,antibody,bound,0.74
679,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8c3v_1_seed2/,renum_fv_fold_8c3v_1_seed2_model_1.pdb,antibody,bound,0.75
680,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8hp9_0_seed1/,renum_fv_fold_8hp9_0_seed1_model_4.pdb,antibody,bound,0.74
681,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8hp9_0_seed1/,renum_fv_fold_8hp9_0_seed1_model_2.pdb,antibody,bound,0.75
682,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8hp9_0_seed1/,renum_fv_fold_8hp9_0_seed1_model_1.pdb,antibody,bound,0.75
683,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8hp9_0_seed1/,renum_fv_fold_8hp9_0_seed1_model_0.pdb,antibody,bound,0.75
684,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8hp9_0_seed1/,renum_fv_fold_8hp9_0_seed1_model_3.pdb,antibody,bound,0.74
685,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g3p_0_seed2/,renum_fv_fold_8g3p_0_seed2_model_4.pdb,antibody,bound,0.43
686,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g3p_0_seed2/,renum_fv_fold_8g3p_0_seed2_model_0.pdb,antibody,bound,0.6000000000000001
687,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g3p_0_seed2/,renum_fv_fold_8g3p_0_seed2_model_3.pdb,antibody,bound,0.52
688,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g3p_0_seed2/,renum_fv_fold_8g3p_0_seed2_model_2.pdb,antibody,bound,0.5700000000000001
689,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g3p_0_seed2/,renum_fv_fold_8g3p_0_seed2_model_1.pdb,antibody,bound,0.58
690,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7uvh_1_seed2/,renum_fv_fold_7uvh_1_seed2_model_2.pdb,antibody,bound,0.6000000000000001
691,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7uvh_1_seed2/,renum_fv_fold_7uvh_1_seed2_model_3.pdb,antibody,bound,0.6000000000000001
692,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7uvh_1_seed2/,renum_fv_fold_7uvh_1_seed2_model_4.pdb,antibody,bound,0.59
693,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7uvh_1_seed2/,renum_fv_fold_7uvh_1_seed2_model_1.pdb,antibody,bound,0.61
694,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7uvh_1_seed2/,renum_fv_fold_7uvh_1_seed2_model_0.pdb,antibody,bound,0.62
695,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7z2m_1_seed2/,renum_fv_fold_7z2m_1_seed2_model_4.pdb,antibody,bound,0.6900000000000001
696,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7z2m_1_seed2/,renum_fv_fold_7z2m_1_seed2_model_2.pdb,antibody,bound,0.6900000000000001
697,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7z2m_1_seed2/,renum_fv_fold_7z2m_1_seed2_model_3.pdb,antibody,bound,0.6900000000000001
698,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7z2m_1_seed2/,renum_fv_fold_7z2m_1_seed2_model_0.pdb,antibody,bound,0.6900000000000001
699,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7z2m_1_seed2/,renum_fv_fold_7z2m_1_seed2_model_1.pdb,antibody,bound,0.6900000000000001
700,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8gb6_0_seed1/,renum_fv_fold_8gb6_0_seed1_model_4.pdb,antibody,bound,0.8200000000000001
701,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8gb6_0_seed1/,renum_fv_fold_8gb6_0_seed1_model_3.pdb,antibody,bound,0.8300000000000001
702,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8gb6_0_seed1/,renum_fv_fold_8gb6_0_seed1_model_2.pdb,antibody,bound,0.84
703,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8gb6_0_seed1/,renum_fv_fold_8gb6_0_seed1_model_1.pdb,antibody,bound,0.84
704,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8gb6_0_seed1/,renum_fv_fold_8gb6_0_seed1_model_0.pdb,antibody,bound,0.84
705,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed3/,renum_fv_fold_8g4p_1_seed3_model_1.pdb,antibody,bound,0.73
706,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed3/,renum_fv_fold_8g4p_1_seed3_model_0.pdb,antibody,bound,0.73
707,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed3/,renum_fv_fold_8g4p_1_seed3_model_4.pdb,antibody,bound,0.72
708,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed3/,renum_fv_fold_8g4p_1_seed3_model_2.pdb,antibody,bound,0.73
709,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed3/,renum_fv_fold_8g4p_1_seed3_model_3.pdb,antibody,bound,0.73
710,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yru_0_seed3/,renum_fv_fold_7yru_0_seed3_model_1.pdb,antibody,bound,0.6900000000000001
711,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yru_0_seed3/,renum_fv_fold_7yru_0_seed3_model_2.pdb,antibody,bound,0.6900000000000001
712,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yru_0_seed3/,renum_fv_fold_7yru_0_seed3_model_0.pdb,antibody,bound,0.7000000000000001
713,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yru_0_seed3/,renum_fv_fold_7yru_0_seed3_model_3.pdb,antibody,bound,0.68
714,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yru_0_seed3/,renum_fv_fold_7yru_0_seed3_model_4.pdb,antibody,bound,0.66
715,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7r58_0_seed2/,renum_fv_fold_7r58_0_seed2_model_0.pdb,antibody,bound,0.58
716,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7r58_0_seed2/,renum_fv_fold_7r58_0_seed2_model_4.pdb,antibody,bound,0.58
717,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7r58_0_seed2/,renum_fv_fold_7r58_0_seed2_model_1.pdb,antibody,bound,0.58
718,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7r58_0_seed2/,renum_fv_fold_7r58_0_seed2_model_2.pdb,antibody,bound,0.58
719,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7r58_0_seed2/,renum_fv_fold_7r58_0_seed2_model_3.pdb,antibody,bound,0.58
720,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fas_0_seed3/,renum_fv_fold_8fas_0_seed3_model_3.pdb,antibody,bound,0.77
721,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fas_0_seed3/,renum_fv_fold_8fas_0_seed3_model_1.pdb,antibody,bound,0.77
722,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fas_0_seed3/,renum_fv_fold_8fas_0_seed3_model_2.pdb,antibody,bound,0.77
723,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fas_0_seed3/,renum_fv_fold_8fas_0_seed3_model_4.pdb,antibody,bound,0.77
724,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fas_0_seed3/,renum_fv_fold_8fas_0_seed3_model_0.pdb,antibody,bound,0.79
725,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed3/,renum_fv_fold_8d47_1_seed3_model_4.pdb,antibody,bound,0.88
726,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed3/,renum_fv_fold_8d47_1_seed3_model_2.pdb,antibody,bound,0.89
727,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed3/,renum_fv_fold_8d47_1_seed3_model_3.pdb,antibody,bound,0.89
728,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed3/,renum_fv_fold_8d47_1_seed3_model_0.pdb,antibody,bound,0.9
729,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8d47_1_seed3/,renum_fv_fold_8d47_1_seed3_model_1.pdb,antibody,bound,0.89
730,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wsc_0_seed1/,renum_fv_fold_7wsc_0_seed1_model_4.pdb,antibody,bound,0.46
731,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wsc_0_seed1/,renum_fv_fold_7wsc_0_seed1_model_3.pdb,antibody,bound,0.48
732,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wsc_0_seed1/,renum_fv_fold_7wsc_0_seed1_model_2.pdb,antibody,bound,0.48
733,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wsc_0_seed1/,renum_fv_fold_7wsc_0_seed1_model_0.pdb,antibody,bound,0.5
734,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wsc_0_seed1/,renum_fv_fold_7wsc_0_seed1_model_1.pdb,antibody,bound,0.48
735,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wtf_1_seed3/,renum_fv_fold_7wtf_1_seed3_model_2.pdb,antibody,bound,0.31
736,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wtf_1_seed3/,renum_fv_fold_7wtf_1_seed3_model_4.pdb,antibody,bound,0.31
737,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wtf_1_seed3/,renum_fv_fold_7wtf_1_seed3_model_0.pdb,antibody,bound,0.32
738,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wtf_1_seed3/,renum_fv_fold_7wtf_1_seed3_model_1.pdb,antibody,bound,0.31
739,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wtf_1_seed3/,renum_fv_fold_7wtf_1_seed3_model_3.pdb,antibody,bound,0.31
740,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8dxu_1_seed3/,renum_fv_fold_8dxu_1_seed3_model_3.pdb,antibody,bound,0.79
741,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8dxu_1_seed3/,renum_fv_fold_8dxu_1_seed3_model_1.pdb,antibody,bound,0.79
742,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8dxu_1_seed3/,renum_fv_fold_8dxu_1_seed3_model_4.pdb,antibody,bound,0.78
743,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8dxu_1_seed3/,renum_fv_fold_8dxu_1_seed3_model_0.pdb,antibody,bound,0.79
744,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8dxu_1_seed3/,renum_fv_fold_8dxu_1_seed3_model_2.pdb,antibody,bound,0.79
745,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8ath_1_seed2/,renum_fv_fold_8ath_1_seed2_model_2.pdb,antibody,bound,0.76
746,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8ath_1_seed2/,renum_fv_fold_8ath_1_seed2_model_1.pdb,antibody,bound,0.77
747,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8ath_1_seed2/,renum_fv_fold_8ath_1_seed2_model_3.pdb,antibody,bound,0.75
748,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8ath_1_seed2/,renum_fv_fold_8ath_1_seed2_model_0.pdb,antibody,bound,0.77
749,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8ath_1_seed2/,renum_fv_fold_8ath_1_seed2_model_4.pdb,antibody,bound,0.54
750,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fgx_0_seed2/,renum_fv_fold_8fgx_0_seed2_model_0.pdb,antibody,bound,0.6000000000000001
751,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fgx_0_seed2/,renum_fv_fold_8fgx_0_seed2_model_1.pdb,antibody,bound,0.59
752,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fgx_0_seed2/,renum_fv_fold_8fgx_0_seed2_model_2.pdb,antibody,bound,0.59
753,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fgx_0_seed2/,renum_fv_fold_8fgx_0_seed2_model_4.pdb,antibody,bound,0.58
754,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8fgx_0_seed2/,renum_fv_fold_8fgx_0_seed2_model_3.pdb,antibody,bound,0.58
755,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed1/,renum_fv_fold_8g4p_1_seed1_model_4.pdb,antibody,bound,0.68
756,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed1/,renum_fv_fold_8g4p_1_seed1_model_3.pdb,antibody,bound,0.74
757,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed1/,renum_fv_fold_8g4p_1_seed1_model_2.pdb,antibody,bound,0.74
758,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed1/,renum_fv_fold_8g4p_1_seed1_model_0.pdb,antibody,bound,0.75
759,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_8g4p_1_seed1/,renum_fv_fold_8g4p_1_seed1_model_1.pdb,antibody,bound,0.74
760,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x6a_0_seed3/,renum_fv_fold_7x6a_0_seed3_model_1.pdb,antibody,bound,0.67
761,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x6a_0_seed3/,renum_fv_fold_7x6a_0_seed3_model_3.pdb,antibody,bound,0.64
762,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x6a_0_seed3/,renum_fv_fold_7x6a_0_seed3_model_2.pdb,antibody,bound,0.65
763,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x6a_0_seed3/,renum_fv_fold_7x6a_0_seed3_model_0.pdb,antibody,bound,0.6900000000000001
764,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7x6a_0_seed3/,renum_fv_fold_7x6a_0_seed3_model_4.pdb,antibody,bound,0.6000000000000001
765,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed3/,renum_fv_fold_7yiz_1_seed3_model_1.pdb,antibody,bound,0.86
766,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed3/,renum_fv_fold_7yiz_1_seed3_model_2.pdb,antibody,bound,0.86
767,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed3/,renum_fv_fold_7yiz_1_seed3_model_0.pdb,antibody,bound,0.86
768,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed3/,renum_fv_fold_7yiz_1_seed3_model_3.pdb,antibody,bound,0.85
769,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed3/,renum_fv_fold_7yiz_1_seed3_model_4.pdb,antibody,bound,0.85
770,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed2/,renum_fv_fold_7yiz_1_seed2_model_1.pdb,antibody,bound,0.86
771,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed2/,renum_fv_fold_7yiz_1_seed2_model_3.pdb,antibody,bound,0.85
772,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed2/,renum_fv_fold_7yiz_1_seed2_model_4.pdb,antibody,bound,0.84
773,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed2/,renum_fv_fold_7yiz_1_seed2_model_0.pdb,antibody,bound,0.86
774,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7yiz_1_seed2/,renum_fv_fold_7yiz_1_seed2_model_2.pdb,antibody,bound,0.86
775,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wti_1_seed1/,renum_fv_fold_7wti_1_seed1_model_4.pdb,antibody,bound,0.33
776,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wti_1_seed1/,renum_fv_fold_7wti_1_seed1_model_1.pdb,antibody,bound,0.34
777,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wti_1_seed1/,renum_fv_fold_7wti_1_seed1_model_3.pdb,antibody,bound,0.34
778,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Ab/fold_7wti_1_seed1/,renum_fv_fold_7wti_1_seed1_model_0.pdb,antibody,bound,0.34
